Country,Event month,Event Type,Fatalities
Morocco,2021-11-01,Riots,0
Morocco,2021-11-01,Strategic developments,0
Morocco,2021-11-01,Violence against civilians,0
Nepal,2021-11-01,Battles,0
Nepal,2021-11-01,Explosions/Remote violence,0
Nepal,2021-11-01,Protests,0
Nepal,2021-11-01,Riots,0
Nepal,2021-11-01,Strategic developments,0
Nepal,2021-11-01,Violence against civilians,0
Saudi Arabia,2021-11-01,Battles,0
Saudi Arabia,2021-11-01,Explosions/Remote violence,0
Saudi Arabia,2021-11-01,Protests,0
Saudi Arabia,2021-11-01,Riots,0
Saudi Arabia,2021-11-01,Strategic developments,0
Saudi Arabia,2021-11-01,Violence against civilians,0
Tunisia,2021-11-01,Battles,0
Tunisia,2021-11-01,Explosions/Remote violence,0
Tunisia,2021-11-01,Protests,0
Tunisia,2021-11-01,Riots,0
Tunisia,2021-11-01,Strategic developments,0
Tunisia,2021-11-01,Violence against civilians,0
United States,2021-11-01,Battles,0
United States,2021-11-01,Explosions/Remote violence,0
United States,2021-11-01,Protests,0
United States,2021-11-01,Riots,0
United States,2021-11-01,Strategic developments,8
United States,2021-11-01,Violence against civilians,7
Albania,2021-11-01,Battles,0
Albania,2021-11-01,Explosions/Remote violence,0
Albania,2021-11-01,Protests,0
Albania,2021-11-01,Riots,0
Albania,2021-11-01,Strategic developments,0
Albania,2021-11-01,Violence against civilians,0
Andorra,2021-11-01,Battles,0
Andorra,2021-11-01,Explosions/Remote violence,0
Andorra,2021-11-01,Protests,0
Andorra,2021-11-01,Riots,0
Andorra,2021-11-01,Strategic developments,0
Andorra,2021-11-01,Violence against civilians,0
Angola,2021-11-01,Battles,0
Angola,2021-11-01,Explosions/Remote violence,0
Angola,2021-11-01,Protests,0
Angola,2021-11-01,Riots,1
Angola,2021-11-01,Strategic developments,0
Angola,2021-11-01,Violence against civilians,0
Argentina,2021-11-01,Battles,0
Argentina,2021-11-01,Explosions/Remote violence,0
Argentina,2021-11-01,Protests,1
Argentina,2021-11-01,Riots,1
Argentina,2021-11-01,Strategic developments,0
Argentina,2021-11-01,Violence against civilians,4
Australia,2021-11-01,Battles,0
Australia,2021-11-01,Explosions/Remote violence,0
Australia,2021-11-01,Protests,0
Australia,2021-11-01,Riots,0
Australia,2021-11-01,Strategic developments,0
Australia,2021-11-01,Violence against civilians,0
Austria,2021-11-01,Battles,0
Austria,2021-11-01,Explosions/Remote violence,0
Austria,2021-11-01,Protests,0
Austria,2021-11-01,Riots,0
Austria,2021-11-01,Strategic developments,0
Austria,2021-11-01,Violence against civilians,0
Bahrain,2021-11-01,Battles,0
Bahrain,2021-11-01,Explosions/Remote violence,0
Bahrain,2021-11-01,Protests,0
Bahrain,2021-11-01,Riots,0
Bahrain,2021-11-01,Strategic developments,0
Bahrain,2021-11-01,Violence against civilians,0
Belarus,2021-11-01,Battles,0
Belarus,2021-11-01,Explosions/Remote violence,0
Belarus,2021-11-01,Protests,0
Belarus,2021-11-01,Riots,0
Belarus,2021-11-01,Strategic developments,0
Belarus,2021-11-01,Violence against civilians,1
Belgium,2021-11-01,Battles,0
Belgium,2021-11-01,Explosions/Remote violence,0
Belgium,2021-11-01,Protests,0
Belgium,2021-11-01,Riots,0
Belgium,2021-11-01,Strategic developments,0
Belgium,2021-11-01,Violence against civilians,0
Bolivia,2021-11-01,Battles,0
Bolivia,2021-11-01,Explosions/Remote violence,0
Bolivia,2021-11-01,Protests,0
Bolivia,2021-11-01,Riots,2
Bolivia,2021-11-01,Strategic developments,0
Bolivia,2021-11-01,Violence against civilians,0
Bosnia and Herzegovina,2021-11-01,Battles,0
Bosnia and Herzegovina,2021-11-01,Explosions/Remote violence,0
Bosnia and Herzegovina,2021-11-01,Protests,0
Bosnia and Herzegovina,2021-11-01,Riots,0
Bosnia and Herzegovina,2021-11-01,Strategic developments,0
Bosnia and Herzegovina,2021-11-01,Violence against civilians,0
Bulgaria,2021-11-01,Battles,0
Bulgaria,2021-11-01,Explosions/Remote violence,0
Bulgaria,2021-11-01,Protests,0
Bulgaria,2021-11-01,Riots,0
Bulgaria,2021-11-01,Strategic developments,0
Bulgaria,2021-11-01,Violence against civilians,0
Cambodia,2021-11-01,Battles,0
Cambodia,2021-11-01,Explosions/Remote violence,0
Cambodia,2021-11-01,Protests,0
Cambodia,2021-11-01,Riots,0
Cambodia,2021-11-01,Strategic developments,0
Cambodia,2021-11-01,Violence against civilians,0
Canada,2021-11-01,Battles,0
Canada,2021-11-01,Explosions/Remote violence,0
Canada,2021-11-01,Protests,0
Canada,2021-11-01,Riots,0
Canada,2021-11-01,Strategic developments,0
Canada,2021-11-01,Violence against civilians,0
Cape Verde,2021-11-01,Battles,0
Cape Verde,2021-11-01,Explosions/Remote violence,0
Cape Verde,2021-11-01,Protests,0
Cape Verde,2021-11-01,Riots,0
Cape Verde,2021-11-01,Strategic developments,0
Cape Verde,2021-11-01,Violence against civilians,0
China,2021-11-01,Battles,0
China,2021-11-01,Explosions/Remote violence,0
China,2021-11-01,Protests,0
China,2021-11-01,Riots,0
China,2021-11-01,Strategic developments,0
China,2021-11-01,Violence against civilians,0
Costa Rica,2021-11-01,Battles,0
Costa Rica,2021-11-01,Explosions/Remote violence,0
Costa Rica,2021-11-01,Protests,0
Costa Rica,2021-11-01,Riots,0
Costa Rica,2021-11-01,Strategic developments,0
Costa Rica,2021-11-01,Violence against civilians,1
Croatia,2021-11-01,Battles,0
Croatia,2021-11-01,Explosions/Remote violence,0
Croatia,2021-11-01,Protests,0
Croatia,2021-11-01,Riots,0
Croatia,2021-11-01,Strategic developments,0
Croatia,2021-11-01,Violence against civilians,0
Cuba,2021-11-01,Battles,0
Cuba,2021-11-01,Explosions/Remote violence,0
Cuba,2021-11-01,Protests,0
Cuba,2021-11-01,Riots,0
Cuba,2021-11-01,Strategic developments,0
Cuba,2021-11-01,Violence against civilians,0
Cyprus,2021-11-01,Battles,0
Cyprus,2021-11-01,Explosions/Remote violence,0
Cyprus,2021-11-01,Protests,0
Cyprus,2021-11-01,Riots,0
Cyprus,2021-11-01,Strategic developments,0
Cyprus,2021-11-01,Violence against civilians,0
Czech Republic,2021-11-01,Battles,0
Czech Republic,2021-11-01,Explosions/Remote violence,0
Czech Republic,2021-11-01,Protests,0
Czech Republic,2021-11-01,Riots,0
Czech Republic,2021-11-01,Strategic developments,0
Czech Republic,2021-11-01,Violence against civilians,0
Denmark,2021-11-01,Battles,0
Denmark,2021-11-01,Explosions/Remote violence,0
Denmark,2021-11-01,Protests,0
Denmark,2021-11-01,Riots,0
Denmark,2021-11-01,Strategic developments,0
Denmark,2021-11-01,Violence against civilians,0
Dominican Republic,2021-11-01,Battles,0
Dominican Republic,2021-11-01,Explosions/Remote violence,0
Dominican Republic,2021-11-01,Protests,0
Dominican Republic,2021-11-01,Riots,0
Dominican Republic,2021-11-01,Strategic developments,0
Dominican Republic,2021-11-01,Violence against civilians,0
East Timor,2021-11-01,Battles,0
East Timor,2021-11-01,Explosions/Remote violence,0
East Timor,2021-11-01,Protests,0
East Timor,2021-11-01,Riots,0
East Timor,2021-11-01,Strategic developments,0
East Timor,2021-11-01,Violence against civilians,0
Ecuador,2021-11-01,Battles,0
Ecuador,2021-11-01,Explosions/Remote violence,0
Ecuador,2021-11-01,Protests,0
Ecuador,2021-11-01,Riots,0
Ecuador,2021-11-01,Strategic developments,0
Ecuador,2021-11-01,Violence against civilians,0
Estonia,2021-11-01,Battles,0
Estonia,2021-11-01,Explosions/Remote violence,0
Estonia,2021-11-01,Protests,0
Estonia,2021-11-01,Riots,0
Estonia,2021-11-01,Strategic developments,0
Estonia,2021-11-01,Violence against civilians,0
Finland,2021-11-01,Battles,0
Finland,2021-11-01,Explosions/Remote violence,0
Finland,2021-11-01,Protests,0
Finland,2021-11-01,Riots,0
Finland,2021-11-01,Strategic developments,0
Finland,2021-11-01,Violence against civilians,0
France,2021-11-01,Battles,0
France,2021-11-01,Explosions/Remote violence,0
France,2021-11-01,Protests,0
France,2021-11-01,Riots,0
France,2021-11-01,Strategic developments,0
France,2021-11-01,Violence against civilians,0
French Guiana,2021-11-01,Battles,0
French Guiana,2021-11-01,Explosions/Remote violence,0
French Guiana,2021-11-01,Protests,0
French Guiana,2021-11-01,Riots,0
French Guiana,2021-11-01,Strategic developments,0
French Guiana,2021-11-01,Violence against civilians,0
French Polynesia,2021-11-01,Battles,0
French Polynesia,2021-11-01,Explosions/Remote violence,0
French Polynesia,2021-11-01,Protests,0
French Polynesia,2021-11-01,Riots,0
French Polynesia,2021-11-01,Strategic developments,0
French Polynesia,2021-11-01,Violence against civilians,0
Gabon,2021-11-01,Battles,0
Gabon,2021-11-01,Explosions/Remote violence,0
Gabon,2021-11-01,Protests,0
Gabon,2021-11-01,Riots,0
Gabon,2021-11-01,Strategic developments,0
Gabon,2021-11-01,Violence against civilians,0
Georgia,2021-11-01,Battles,0
Georgia,2021-11-01,Explosions/Remote violence,0
Georgia,2021-11-01,Protests,0
Georgia,2021-11-01,Riots,0
Georgia,2021-11-01,Strategic developments,0
Georgia,2021-11-01,Violence against civilians,0
Germany,2021-11-01,Battles,0
Germany,2021-11-01,Explosions/Remote violence,0
Germany,2021-11-01,Protests,0
Germany,2021-11-01,Riots,0
Germany,2021-11-01,Strategic developments,0
Germany,2021-11-01,Violence against civilians,0
Ghana,2021-11-01,Battles,0
Ghana,2021-11-01,Explosions/Remote violence,0
Ghana,2021-11-01,Protests,0
Ghana,2021-11-01,Riots,1
Ghana,2021-11-01,Strategic developments,0
Ghana,2021-11-01,Violence against civilians,1
Guadeloupe,2021-11-01,Battles,0
Guadeloupe,2021-11-01,Explosions/Remote violence,0
Guadeloupe,2021-11-01,Protests,0
Guadeloupe,2021-11-01,Riots,0
Guadeloupe,2021-11-01,Strategic developments,0
Guadeloupe,2021-11-01,Violence against civilians,0
Guinea,2021-11-01,Battles,0
Guinea,2021-11-01,Explosions/Remote violence,0
Guinea,2021-11-01,Protests,0
Guinea,2021-11-01,Riots,0
Guinea,2021-11-01,Strategic developments,0
Guinea,2021-11-01,Violence against civilians,0
Guinea-Bissau,2021-11-01,Battles,0
Guinea-Bissau,2021-11-01,Explosions/Remote violence,0
Guinea-Bissau,2021-11-01,Protests,0
Guinea-Bissau,2021-11-01,Riots,0
Guinea-Bissau,2021-11-01,Strategic developments,0
Guinea-Bissau,2021-11-01,Violence against civilians,0
Hungary,2021-11-01,Battles,0
Hungary,2021-11-01,Explosions/Remote violence,0
Hungary,2021-11-01,Protests,0
Hungary,2021-11-01,Riots,0
Hungary,2021-11-01,Strategic developments,0
Hungary,2021-11-01,Violence against civilians,0
Iceland,2021-11-01,Battles,0
Iceland,2021-11-01,Explosions/Remote violence,0
Iceland,2021-11-01,Protests,0
Iceland,2021-11-01,Riots,0
Iceland,2021-11-01,Strategic developments,0
Iceland,2021-11-01,Violence against civilians,0
Ireland,2021-11-01,Battles,0
Ireland,2021-11-01,Explosions/Remote violence,0
Ireland,2021-11-01,Protests,0
Ireland,2021-11-01,Riots,0
Ireland,2021-11-01,Strategic developments,0
Ireland,2021-11-01,Violence against civilians,0
Israel,2021-11-01,Battles,0
Israel,2021-11-01,Explosions/Remote violence,0
Israel,2021-11-01,Protests,0
Israel,2021-11-01,Riots,0
Israel,2021-11-01,Strategic developments,0
Israel,2021-11-01,Violence against civilians,0
Italy,2021-11-01,Battles,0
Italy,2021-11-01,Explosions/Remote violence,0
Italy,2021-11-01,Protests,0
Italy,2021-11-01,Riots,0
Italy,2021-11-01,Strategic developments,0
Italy,2021-11-01,Violence against civilians,0
Ivory Coast,2021-11-01,Battles,0
Ivory Coast,2021-11-01,Explosions/Remote violence,0
Ivory Coast,2021-11-01,Protests,0
Ivory Coast,2021-11-01,Riots,8
Ivory Coast,2021-11-01,Strategic developments,0
Ivory Coast,2021-11-01,Violence against civilians,0
Japan,2021-11-01,Battles,0
Japan,2021-11-01,Explosions/Remote violence,0
Japan,2021-11-01,Protests,0
Japan,2021-11-01,Riots,0
Japan,2021-11-01,Strategic developments,0
Japan,2021-11-01,Violence against civilians,0
Jordan,2021-11-01,Battles,1
Jordan,2021-11-01,Explosions/Remote violence,0
Jordan,2021-11-01,Protests,0
Jordan,2021-11-01,Riots,0
Jordan,2021-11-01,Strategic developments,0
Jordan,2021-11-01,Violence against civilians,0
Kazakhstan,2021-11-01,Battles,0
Kazakhstan,2021-11-01,Explosions/Remote violence,0
Kazakhstan,2021-11-01,Protests,0
Kazakhstan,2021-11-01,Riots,0
Kazakhstan,2021-11-01,Strategic developments,0
Kazakhstan,2021-11-01,Violence against civilians,0
Kosovo,2021-11-01,Battles,0
Kosovo,2021-11-01,Explosions/Remote violence,0
Kosovo,2021-11-01,Protests,0
Kosovo,2021-11-01,Riots,0
Kosovo,2021-11-01,Strategic developments,0
Kosovo,2021-11-01,Violence against civilians,0
Kyrgyzstan,2021-11-01,Battles,0
Kyrgyzstan,2021-11-01,Explosions/Remote violence,0
Kyrgyzstan,2021-11-01,Protests,0
Kyrgyzstan,2021-11-01,Riots,0
Kyrgyzstan,2021-11-01,Strategic developments,0
Kyrgyzstan,2021-11-01,Violence against civilians,0
Latvia,2021-11-01,Battles,0
Latvia,2021-11-01,Explosions/Remote violence,0
Latvia,2021-11-01,Protests,0
Latvia,2021-11-01,Riots,0
Latvia,2021-11-01,Strategic developments,0
Latvia,2021-11-01,Violence against civilians,0
Liberia,2021-11-01,Battles,0
Liberia,2021-11-01,Explosions/Remote violence,0
Liberia,2021-11-01,Protests,0
Liberia,2021-11-01,Riots,0
Liberia,2021-11-01,Strategic developments,0
Liberia,2021-11-01,Violence against civilians,3
Lithuania,2021-11-01,Battles,0
Lithuania,2021-11-01,Explosions/Remote violence,0
Lithuania,2021-11-01,Protests,0
Lithuania,2021-11-01,Riots,0
Lithuania,2021-11-01,Strategic developments,0
Lithuania,2021-11-01,Violence against civilians,0
Luxembourg,2021-11-01,Battles,0
Luxembourg,2021-11-01,Explosions/Remote violence,0
Luxembourg,2021-11-01,Protests,0
Luxembourg,2021-11-01,Riots,0
Luxembourg,2021-11-01,Strategic developments,0
Luxembourg,2021-11-01,Violence against civilians,0
Malawi,2021-11-01,Battles,0
Malawi,2021-11-01,Explosions/Remote violence,0
Malawi,2021-11-01,Protests,0
Malawi,2021-11-01,Riots,5
Malawi,2021-11-01,Strategic developments,0
Malawi,2021-11-01,Violence against civilians,0
Malaysia,2021-11-01,Battles,0
Malaysia,2021-11-01,Explosions/Remote violence,0
Malaysia,2021-11-01,Protests,0
Malaysia,2021-11-01,Riots,0
Malaysia,2021-11-01,Strategic developments,0
Malaysia,2021-11-01,Violence against civilians,0
Maldives,2021-11-01,Battles,0
Maldives,2021-11-01,Explosions/Remote violence,0
Maldives,2021-11-01,Protests,0
Maldives,2021-11-01,Riots,0
Maldives,2021-11-01,Strategic developments,0
Maldives,2021-11-01,Violence against civilians,0
Martinique,2021-11-01,Battles,0
Martinique,2021-11-01,Explosions/Remote violence,0
Martinique,2021-11-01,Protests,0
Martinique,2021-11-01,Riots,0
Martinique,2021-11-01,Strategic developments,0
Martinique,2021-11-01,Violence against civilians,0
Mauritius,2021-11-01,Battles,0
Mauritius,2021-11-01,Explosions/Remote violence,0
Mauritius,2021-11-01,Protests,0
Mauritius,2021-11-01,Riots,0
Mauritius,2021-11-01,Strategic developments,0
Mauritius,2021-11-01,Violence against civilians,0
Mayotte,2021-11-01,Battles,0
Mayotte,2021-11-01,Explosions/Remote violence,0
Mayotte,2021-11-01,Protests,0
Mayotte,2021-11-01,Riots,0
Mayotte,2021-11-01,Strategic developments,0
Mayotte,2021-11-01,Violence against civilians,0
Moldova,2021-11-01,Battles,0
Moldova,2021-11-01,Explosions/Remote violence,0
Moldova,2021-11-01,Protests,0
Moldova,2021-11-01,Riots,0
Moldova,2021-11-01,Strategic developments,0
Moldova,2021-11-01,Violence against civilians,0
Monaco,2021-11-01,Battles,0
Monaco,2021-11-01,Explosions/Remote violence,0
Monaco,2021-11-01,Protests,0
Monaco,2021-11-01,Riots,0
Monaco,2021-11-01,Strategic developments,0
Monaco,2021-11-01,Violence against civilians,0
Mongolia,2021-11-01,Battles,0
Mongolia,2021-11-01,Explosions/Remote violence,0
Mongolia,2021-11-01,Protests,0
Mongolia,2021-11-01,Riots,0
Mongolia,2021-11-01,Strategic developments,0
Mongolia,2021-11-01,Violence against civilians,0
Montenegro,2021-11-01,Battles,0
Montenegro,2021-11-01,Explosions/Remote violence,0
Montenegro,2021-11-01,Protests,0
Montenegro,2021-11-01,Riots,0
Montenegro,2021-11-01,Strategic developments,0
Montenegro,2021-11-01,Violence against civilians,0
Namibia,2021-11-01,Battles,0
Namibia,2021-11-01,Explosions/Remote violence,0
Namibia,2021-11-01,Protests,0
Namibia,2021-11-01,Riots,0
Namibia,2021-11-01,Strategic developments,0
Namibia,2021-11-01,Violence against civilians,1
Netherlands,2021-11-01,Battles,0
Netherlands,2021-11-01,Explosions/Remote violence,0
Netherlands,2021-11-01,Protests,0
Netherlands,2021-11-01,Riots,0
Netherlands,2021-11-01,Strategic developments,0
Netherlands,2021-11-01,Violence against civilians,0
New Caledonia,2021-11-01,Battles,0
New Caledonia,2021-11-01,Explosions/Remote violence,0
New Caledonia,2021-11-01,Protests,0
New Caledonia,2021-11-01,Riots,0
New Caledonia,2021-11-01,Strategic developments,0
New Caledonia,2021-11-01,Violence against civilians,0
New Zealand,2021-11-01,Battles,0
New Zealand,2021-11-01,Explosions/Remote violence,0
New Zealand,2021-11-01,Protests,0
New Zealand,2021-11-01,Riots,0
New Zealand,2021-11-01,Strategic developments,0
New Zealand,2021-11-01,Violence against civilians,0
Nicaragua,2021-11-01,Battles,0
Nicaragua,2021-11-01,Explosions/Remote violence,0
Nicaragua,2021-11-01,Protests,0
Nicaragua,2021-11-01,Riots,0
Nicaragua,2021-11-01,Strategic developments,0
Nicaragua,2021-11-01,Violence against civilians,0
North Macedonia,2021-11-01,Battles,0
North Macedonia,2021-11-01,Explosions/Remote violence,0
North Macedonia,2021-11-01,Protests,0
North Macedonia,2021-11-01,Riots,0
North Macedonia,2021-11-01,Strategic developments,0
North Macedonia,2021-11-01,Violence against civilians,0
Norway,2021-11-01,Battles,0
Norway,2021-11-01,Explosions/Remote violence,0
Norway,2021-11-01,Protests,0
Norway,2021-11-01,Riots,0
Norway,2021-11-01,Strategic developments,0
Norway,2021-11-01,Violence against civilians,0
Panama,2021-11-01,Battles,0
Panama,2021-11-01,Explosions/Remote violence,0
Panama,2021-11-01,Protests,0
Panama,2021-11-01,Riots,0
Panama,2021-11-01,Strategic developments,0
Panama,2021-11-01,Violence against civilians,1
Papua New Guinea,2021-11-01,Battles,14
Papua New Guinea,2021-11-01,Explosions/Remote violence,0
Papua New Guinea,2021-11-01,Protests,0
Papua New Guinea,2021-11-01,Riots,1
Papua New Guinea,2021-11-01,Strategic developments,0
Papua New Guinea,2021-11-01,Violence against civilians,0
Paraguay,2021-11-01,Battles,4
Paraguay,2021-11-01,Explosions/Remote violence,0
Paraguay,2021-11-01,Protests,0
Paraguay,2021-11-01,Riots,1
Paraguay,2021-11-01,Strategic developments,0
Paraguay,2021-11-01,Violence against civilians,1
Poland,2021-11-01,Battles,0
Poland,2021-11-01,Explosions/Remote violence,0
Poland,2021-11-01,Protests,0
Poland,2021-11-01,Riots,0
Poland,2021-11-01,Strategic developments,0
Poland,2021-11-01,Violence against civilians,0
Portugal,2021-11-01,Battles,0
Portugal,2021-11-01,Explosions/Remote violence,0
Portugal,2021-11-01,Protests,0
Portugal,2021-11-01,Riots,0
Portugal,2021-11-01,Strategic developments,0
Portugal,2021-11-01,Violence against civilians,0
Reunion,2021-11-01,Battles,0
Reunion,2021-11-01,Explosions/Remote violence,0
Reunion,2021-11-01,Protests,0
Reunion,2021-11-01,Riots,0
Reunion,2021-11-01,Strategic developments,0
Reunion,2021-11-01,Violence against civilians,0
Romania,2021-11-01,Battles,0
Romania,2021-11-01,Explosions/Remote violence,0
Romania,2021-11-01,Protests,0
Romania,2021-11-01,Riots,0
Romania,2021-11-01,Strategic developments,0
Romania,2021-11-01,Violence against civilians,0
Serbia,2021-11-01,Battles,0
Serbia,2021-11-01,Explosions/Remote violence,0
