Country,Event month,Event Type,Events
San Marino,2021-03-01,Strategic developments,0
San Marino,2021-03-01,Violence against civilians,0
Seychelles,2021-03-01,Battles,0
Seychelles,2021-03-01,Explosions/Remote violence,0
Seychelles,2021-03-01,Protests,0
Seychelles,2021-03-01,Riots,0
Seychelles,2021-03-01,Strategic developments,0
Seychelles,2021-03-01,Violence against civilians,0
Solomon Islands,2021-03-01,Battles,0
Solomon Islands,2021-03-01,Explosions/Remote violence,0
Solomon Islands,2021-03-01,Protests,0
Solomon Islands,2021-03-01,Riots,0
Solomon Islands,2021-03-01,Strategic developments,1
Solomon Islands,2021-03-01,Violence against civilians,0
Bhutan,2021-03-01,Battles,1
Bhutan,2021-03-01,Explosions/Remote violence,0
Bhutan,2021-03-01,Protests,0
Bhutan,2021-03-01,Riots,0
Bhutan,2021-03-01,Strategic developments,0
Bhutan,2021-03-01,Violence against civilians,0
Liechtenstein,2021-03-01,Battles,0
Liechtenstein,2021-03-01,Explosions/Remote violence,0
Liechtenstein,2021-03-01,Protests,0
Liechtenstein,2021-03-01,Riots,0
Liechtenstein,2021-03-01,Strategic developments,0
Liechtenstein,2021-03-01,Violence against civilians,0
Turks and Caicos Islands,2021-03-01,Battles,0
Turks and Caicos Islands,2021-03-01,Explosions/Remote violence,0
Turks and Caicos Islands,2021-03-01,Protests,1
Turks and Caicos Islands,2021-03-01,Riots,0
Turks and Caicos Islands,2021-03-01,Strategic developments,0
Turks and Caicos Islands,2021-03-01,Violence against civilians,0
Laos,2021-03-01,Battles,1
Laos,2021-03-01,Explosions/Remote violence,0
Laos,2021-03-01,Protests,0
Laos,2021-03-01,Riots,0
Laos,2021-03-01,Strategic developments,0
Laos,2021-03-01,Violence against civilians,0
Antarctica,2021-03-01,Battles,0
Antarctica,2021-03-01,Explosions/Remote violence,0
Antarctica,2021-03-01,Protests,1
Antarctica,2021-03-01,Riots,0
Antarctica,2021-03-01,Strategic developments,0
Antarctica,2021-03-01,Violence against civilians,0
Antigua and Barbuda,2021-03-01,Battles,0
Antigua and Barbuda,2021-03-01,Explosions/Remote violence,0
Antigua and Barbuda,2021-03-01,Protests,1
Antigua and Barbuda,2021-03-01,Riots,0
Antigua and Barbuda,2021-03-01,Strategic developments,0
Antigua and Barbuda,2021-03-01,Violence against civilians,0
Bailiwick of Jersey,2021-03-01,Battles,0
Bailiwick of Jersey,2021-03-01,Explosions/Remote violence,0
Bailiwick of Jersey,2021-03-01,Protests,1
Bailiwick of Jersey,2021-03-01,Riots,0
Bailiwick of Jersey,2021-03-01,Strategic developments,0
Bailiwick of Jersey,2021-03-01,Violence against civilians,0
Comoros,2021-03-01,Battles,0
Comoros,2021-03-01,Explosions/Remote violence,0
Comoros,2021-03-01,Protests,1
Comoros,2021-03-01,Riots,0
Comoros,2021-03-01,Strategic developments,0
Comoros,2021-03-01,Violence against civilians,0
Grenada,2021-03-01,Battles,0
Grenada,2021-03-01,Explosions/Remote violence,0
Grenada,2021-03-01,Protests,1
Grenada,2021-03-01,Riots,0
Grenada,2021-03-01,Strategic developments,0
Grenada,2021-03-01,Violence against civilians,0
Qatar,2021-03-01,Battles,0
Qatar,2021-03-01,Explosions/Remote violence,0
Qatar,2021-03-01,Protests,1
Qatar,2021-03-01,Riots,0
Qatar,2021-03-01,Strategic developments,0
Qatar,2021-03-01,Violence against civilians,0
Saint-Barthelemy,2021-03-01,Battles,0
Saint-Barthelemy,2021-03-01,Explosions/Remote violence,0
Saint-Barthelemy,2021-03-01,Protests,1
Saint-Barthelemy,2021-03-01,Riots,0
Saint-Barthelemy,2021-03-01,Strategic developments,0
Saint-Barthelemy,2021-03-01,Violence against civilians,0
Saint-Martin,2021-03-01,Battles,0
Saint-Martin,2021-03-01,Explosions/Remote violence,0
Saint-Martin,2021-03-01,Protests,1
Saint-Martin,2021-03-01,Riots,0
Saint-Martin,2021-03-01,Strategic developments,0
Saint-Martin,2021-03-01,Violence against civilians,0
Sao Tome and Principe,2021-03-01,Battles,0
Sao Tome and Principe,2021-03-01,Explosions/Remote violence,0
Sao Tome and Principe,2021-03-01,Protests,1
Sao Tome and Principe,2021-03-01,Riots,0
Sao Tome and Principe,2021-03-01,Strategic developments,0
Sao Tome and Principe,2021-03-01,Violence against civilians,1
Uruguay,2021-03-01,Battles,0
Uruguay,2021-03-01,Explosions/Remote violence,0
Uruguay,2021-03-01,Protests,5
Uruguay,2021-03-01,Riots,0
Uruguay,2021-03-01,Strategic developments,0
Uruguay,2021-03-01,Violence against civilians,0
Wallis and Futuna,2021-03-01,Battles,0
Wallis and Futuna,2021-03-01,Explosions/Remote violence,0
Wallis and Futuna,2021-03-01,Protests,1
Wallis and Futuna,2021-03-01,Riots,0
Wallis and Futuna,2021-03-01,Strategic developments,1
Wallis and Futuna,2021-03-01,Violence against civilians,0
Saint Lucia,2021-03-01,Battles,0
Saint Lucia,2021-03-01,Explosions/Remote violence,0
Saint Lucia,2021-03-01,Protests,0
Saint Lucia,2021-03-01,Riots,2
Saint Lucia,2021-03-01,Strategic developments,0
Saint Lucia,2021-03-01,Violence against civilians,0
Equatorial Guinea,2021-03-01,Battles,0
Equatorial Guinea,2021-03-01,Explosions/Remote violence,0
Equatorial Guinea,2021-03-01,Protests,0
Equatorial Guinea,2021-03-01,Riots,0
Equatorial Guinea,2021-03-01,Strategic developments,1
Equatorial Guinea,2021-03-01,Violence against civilians,0
Kuwait,2021-03-01,Battles,0
Kuwait,2021-03-01,Explosions/Remote violence,0
Kuwait,2021-03-01,Protests,0
Kuwait,2021-03-01,Riots,0
Kuwait,2021-03-01,Strategic developments,1
Kuwait,2021-03-01,Violence against civilians,0
Tajikistan,2021-03-01,Battles,0
Tajikistan,2021-03-01,Explosions/Remote violence,0
Tajikistan,2021-03-01,Protests,0
Tajikistan,2021-03-01,Riots,0
Tajikistan,2021-03-01,Strategic developments,0
Tajikistan,2021-03-01,Violence against civilians,1
United Arab Emirates,2021-03-01,Battles,0
United Arab Emirates,2021-03-01,Explosions/Remote violence,0
United Arab Emirates,2021-03-01,Protests,0
United Arab Emirates,2021-03-01,Riots,0
United Arab Emirates,2021-03-01,Strategic developments,0
United Arab Emirates,2021-03-01,Violence against civilians,0
American Samoa,2021-03-01,Battles,0
American Samoa,2021-03-01,Explosions/Remote violence,0
American Samoa,2021-03-01,Protests,0
American Samoa,2021-03-01,Riots,0
American Samoa,2021-03-01,Strategic developments,0
American Samoa,2021-03-01,Violence against civilians,0
Fiji,2021-03-01,Battles,0
Fiji,2021-03-01,Explosions/Remote violence,0
Fiji,2021-03-01,Protests,0
Fiji,2021-03-01,Riots,0
Fiji,2021-03-01,Strategic developments,0
Fiji,2021-03-01,Violence against civilians,0
Northern Mariana Islands,2021-03-01,Battles,0
Northern Mariana Islands,2021-03-01,Explosions/Remote violence,0
Northern Mariana Islands,2021-03-01,Protests,0
Northern Mariana Islands,2021-03-01,Riots,0
Northern Mariana Islands,2021-03-01,Strategic developments,0
Northern Mariana Islands,2021-03-01,Violence against civilians,0
Botswana,2021-03-01,Battles,0
Botswana,2021-03-01,Explosions/Remote violence,0
Botswana,2021-03-01,Protests,0
Botswana,2021-03-01,Riots,0
Botswana,2021-03-01,Strategic developments,0
Botswana,2021-03-01,Violence against civilians,0
Bailiwick of Guernsey,2021-03-01,Battles,0
Bailiwick of Guernsey,2021-03-01,Explosions/Remote violence,0
Bailiwick of Guernsey,2021-03-01,Protests,0
Bailiwick of Guernsey,2021-03-01,Riots,0
Bailiwick of Guernsey,2021-03-01,Strategic developments,0
Bailiwick of Guernsey,2021-03-01,Violence against civilians,0
Barbados,2021-03-01,Battles,0
Barbados,2021-03-01,Explosions/Remote violence,0
Barbados,2021-03-01,Protests,0
Barbados,2021-03-01,Riots,0
Barbados,2021-03-01,Strategic developments,0
Barbados,2021-03-01,Violence against civilians,0
Bermuda,2021-03-01,Battles,0
Bermuda,2021-03-01,Explosions/Remote violence,0
Bermuda,2021-03-01,Protests,0
Bermuda,2021-03-01,Riots,0
Bermuda,2021-03-01,Strategic developments,0
Bermuda,2021-03-01,Violence against civilians,0
Curacao,2021-03-01,Battles,0
Curacao,2021-03-01,Explosions/Remote violence,0
Curacao,2021-03-01,Protests,0
Curacao,2021-03-01,Riots,0
Curacao,2021-03-01,Strategic developments,0
Curacao,2021-03-01,Violence against civilians,0
Oman,2021-03-01,Battles,0
Oman,2021-03-01,Explosions/Remote violence,0
Oman,2021-03-01,Protests,0
Oman,2021-03-01,Riots,0
Oman,2021-03-01,Strategic developments,0
Oman,2021-03-01,Violence against civilians,0
Saint Vincent and the Grenadines,2021-03-01,Battles,0
Saint Vincent and the Grenadines,2021-03-01,Explosions/Remote violence,0
Saint Vincent and the Grenadines,2021-03-01,Protests,0
Saint Vincent and the Grenadines,2021-03-01,Riots,0
Saint Vincent and the Grenadines,2021-03-01,Strategic developments,0
Saint Vincent and the Grenadines,2021-03-01,Violence against civilians,0
Sint Maarten,2021-03-01,Battles,0
Sint Maarten,2021-03-01,Explosions/Remote violence,0
Sint Maarten,2021-03-01,Protests,0
Sint Maarten,2021-03-01,Riots,0
Sint Maarten,2021-03-01,Strategic developments,0
Sint Maarten,2021-03-01,Violence against civilians,0
"Virgin Islands, U.S.",2021-03-01,Battles,0
"Virgin Islands, U.S.",2021-03-01,Explosions/Remote violence,0
"Virgin Islands, U.S.",2021-03-01,Protests,0
"Virgin Islands, U.S.",2021-03-01,Riots,0
"Virgin Islands, U.S.",2021-03-01,Strategic developments,0
"Virgin Islands, U.S.",2021-03-01,Violence against civilians,0
Isle of Man,2021-03-01,Battles,0
Isle of Man,2021-03-01,Explosions/Remote violence,0
Isle of Man,2021-03-01,Protests,0
Isle of Man,2021-03-01,Riots,0
Isle of Man,2021-03-01,Strategic developments,0
Isle of Man,2021-03-01,Violence against civilians,0
Vanuatu,2021-03-01,Battles,0
Vanuatu,2021-03-01,Explosions/Remote violence,0
Vanuatu,2021-03-01,Protests,0
Vanuatu,2021-03-01,Riots,0
Vanuatu,2021-03-01,Strategic developments,0
Vanuatu,2021-03-01,Violence against civilians,0
Vietnam,2021-03-01,Battles,0
Vietnam,2021-03-01,Explosions/Remote violence,0
Vietnam,2021-03-01,Protests,0
Vietnam,2021-03-01,Riots,0
Vietnam,2021-03-01,Strategic developments,0
Vietnam,2021-03-01,Violence against civilians,0
Gibraltar,2021-03-01,Battles,0
Gibraltar,2021-03-01,Explosions/Remote violence,0
Gibraltar,2021-03-01,Protests,0
Gibraltar,2021-03-01,Riots,0
Gibraltar,2021-03-01,Strategic developments,0
Gibraltar,2021-03-01,Violence against civilians,0
Micronesia,2021-03-01,Battles,0
Micronesia,2021-03-01,Explosions/Remote violence,0
Micronesia,2021-03-01,Protests,0
Micronesia,2021-03-01,Riots,0
Micronesia,2021-03-01,Strategic developments,0
Micronesia,2021-03-01,Violence against civilians,0
Aruba,2021-03-01,Battles,0
Aruba,2021-03-01,Explosions/Remote violence,0
Aruba,2021-03-01,Protests,0
Aruba,2021-03-01,Riots,0
Aruba,2021-03-01,Strategic developments,0
Aruba,2021-03-01,Violence against civilians,0
Tonga,2021-03-01,Battles,0
Tonga,2021-03-01,Explosions/Remote violence,0
Tonga,2021-03-01,Protests,0
Tonga,2021-03-01,Riots,0
Tonga,2021-03-01,Strategic developments,0
Tonga,2021-03-01,Violence against civilians,0
Falkland Islands,2021-03-01,Battles,0
Falkland Islands,2021-03-01,Explosions/Remote violence,0
Falkland Islands,2021-03-01,Protests,0
Falkland Islands,2021-03-01,Riots,0
Falkland Islands,2021-03-01,Strategic developments,0
Falkland Islands,2021-03-01,Violence against civilians,0
Cook Islands,2021-03-01,Battles,0
Cook Islands,2021-03-01,Explosions/Remote violence,0
Cook Islands,2021-03-01,Protests,0
Cook Islands,2021-03-01,Riots,0
Cook Islands,2021-03-01,Strategic developments,0
Cook Islands,2021-03-01,Violence against civilians,0
Saint Pierre and Miquelon,2021-03-01,Battles,0
Saint Pierre and Miquelon,2021-03-01,Explosions/Remote violence,0
Saint Pierre and Miquelon,2021-03-01,Protests,0
Saint Pierre and Miquelon,2021-03-01,Riots,0
Saint Pierre and Miquelon,2021-03-01,Strategic developments,0
Saint Pierre and Miquelon,2021-03-01,Violence against civilians,0
Kiribati,2021-03-01,Battles,0
Kiribati,2021-03-01,Explosions/Remote violence,0
Kiribati,2021-03-01,Protests,0
Kiribati,2021-03-01,Riots,0
Kiribati,2021-03-01,Strategic developments,0
Kiribati,2021-03-01,Violence against civilians,0
Montserrat,2021-03-01,Battles,0
Montserrat,2021-03-01,Explosions/Remote violence,0
Montserrat,2021-03-01,Protests,0
Montserrat,2021-03-01,Riots,0
Montserrat,2021-03-01,Strategic developments,0
Montserrat,2021-03-01,Violence against civilians,0
British Virgin Islands,2021-03-01,Battles,0
British Virgin Islands,2021-03-01,Explosions/Remote violence,0
British Virgin Islands,2021-03-01,Protests,0
British Virgin Islands,2021-03-01,Riots,0
British Virgin Islands,2021-03-01,Strategic developments,0
British Virgin Islands,2021-03-01,Violence against civilians,0
Nauru,2021-03-01,Battles,0
Nauru,2021-03-01,Explosions/Remote violence,0
Nauru,2021-03-01,Protests,0
Nauru,2021-03-01,Riots,0
Nauru,2021-03-01,Strategic developments,0
Nauru,2021-03-01,Violence against civilians,0
Saint Kitts and Nevis,2021-03-01,Battles,0
Saint Kitts and Nevis,2021-03-01,Explosions/Remote violence,0
Saint Kitts and Nevis,2021-03-01,Protests,0
Saint Kitts and Nevis,2021-03-01,Riots,0
Saint Kitts and Nevis,2021-03-01,Strategic developments,0
Saint Kitts and Nevis,2021-03-01,Violence against civilians,0
Cayman Islands,2021-03-01,Battles,0
Cayman Islands,2021-03-01,Explosions/Remote violence,0
Cayman Islands,2021-03-01,Protests,0
Cayman Islands,2021-03-01,Riots,0
Cayman Islands,2021-03-01,Strategic developments,0
Cayman Islands,2021-03-01,Violence against civilians,0
Vatican City,2021-03-01,Battles,0
Vatican City,2021-03-01,Explosions/Remote violence,0
Vatican City,2021-03-01,Protests,0
Vatican City,2021-03-01,Riots,0
Vatican City,2021-03-01,Strategic developments,0
Vatican City,2021-03-01,Violence against civilians,0
Faroe Islands,2021-03-01,Battles,0
Faroe Islands,2021-03-01,Explosions/Remote violence,0
Faroe Islands,2021-03-01,Protests,0
Faroe Islands,2021-03-01,Riots,0
Faroe Islands,2021-03-01,Strategic developments,0
Faroe Islands,2021-03-01,Violence against civilians,0
Tokelau,2021-03-01,Battles,0
Tokelau,2021-03-01,Explosions/Remote violence,0
Tokelau,2021-03-01,Protests,0
Tokelau,2021-03-01,Riots,0
Tokelau,2021-03-01,Strategic developments,0
Tokelau,2021-03-01,Violence against civilians,0
Niue,2021-03-01,Battles,0
Niue,2021-03-01,Explosions/Remote violence,0
Niue,2021-03-01,Protests,0
Niue,2021-03-01,Riots,0
Niue,2021-03-01,Strategic developments,0
Niue,2021-03-01,Violence against civilians,0
Marshall Islands,2021-03-01,Battles,0
Marshall Islands,2021-03-01,Explosions/Remote violence,0
Marshall Islands,2021-03-01,Protests,0
Marshall Islands,2021-03-01,Riots,0
Marshall Islands,2021-03-01,Strategic developments,0
Marshall Islands,2021-03-01,Violence against civilians,0
Brunei,2021-03-01,Battles,0
Brunei,2021-03-01,Explosions/Remote violence,0
Brunei,2021-03-01,Protests,0
Brunei,2021-03-01,Riots,0
Brunei,2021-03-01,Strategic developments,0
Brunei,2021-03-01,Violence against civilians,0
Tuvalu,2021-03-01,Battles,0
Tuvalu,2021-03-01,Explosions/Remote violence,0
Tuvalu,2021-03-01,Protests,0
Tuvalu,2021-03-01,Riots,0
Tuvalu,2021-03-01,Strategic developments,0
Tuvalu,2021-03-01,Violence against civilians,0
Afghanistan,2021-04-01,Battles,741
Afghanistan,2021-04-01,Explosions/Remote violence,284
Afghanistan,2021-04-01,Protests,19
Afghanistan,2021-04-01,Riots,1
Afghanistan,2021-04-01,Strategic developments,22
Afghanistan,2021-04-01,Violence against civilians,123
Algeria,2021-04-01,Battles,0
Algeria,2021-04-01,Explosions/Remote violence,0
Algeria,2021-04-01,Protests,273
Algeria,2021-04-01,Riots,11
Algeria,2021-04-01,Strategic developments,0
Algeria,2021-04-01,Violence against civilians,0
Azerbaijan,2021-04-01,Battles,6
Azerbaijan,2021-04-01,Explosions/Remote violence,9
Azerbaijan,2021-04-01,Protests,17
Azerbaijan,2021-04-01,Riots,1
Azerbaijan,2021-04-01,Strategic developments,0
Azerbaijan,2021-04-01,Violence against civilians,0
Bangladesh,2021-04-01,Battles,4
Bangladesh,2021-04-01,Explosions/Remote violence,1
Bangladesh,2021-04-01,Protests,92
Bangladesh,2021-04-01,Riots,72
Bangladesh,2021-04-01,Strategic developments,1
Bangladesh,2021-04-01,Violence against civilians,20
Belize,2021-04-01,Battles,1
Belize,2021-04-01,Explosions/Remote violence,0
Belize,2021-04-01,Protests,25
Belize,2021-04-01,Riots,0
Belize,2021-04-01,Strategic developments,0
Belize,2021-04-01,Violence against civilians,8
Benin,2021-04-01,Battles,8
Benin,2021-04-01,Explosions/Remote violence,0
Benin,2021-04-01,Protests,8
Benin,2021-04-01,Riots,27
Benin,2021-04-01,Strategic developments,1
Benin,2021-04-01,Violence against civilians,5
Brazil,2021-04-01,Battles,352
Brazil,2021-04-01,Explosions/Remote violence,15
Brazil,2021-04-01,Protests,196
Brazil,2021-04-01,Riots,43
Brazil,2021-04-01,Strategic developments,27
Brazil,2021-04-01,Violence against civilians,234
Burkina Faso,2021-04-01,Battles,20
Burkina Faso,2021-04-01,Explosions/Remote violence,16
Burkina Faso,2021-04-01,Protests,8
Burkina Faso,2021-04-01,Riots,3
Burkina Faso,2021-04-01,Strategic developments,19
Burkina Faso,2021-04-01,Violence against civilians,52
Burundi,2021-04-01,Battles,3
Burundi,2021-04-01,Explosions/Remote violence,0
Burundi,2021-04-01,Protests,0
Burundi,2021-04-01,Riots,3
Burundi,2021-04-01,Strategic developments,1
Burundi,2021-04-01,Violence against civilians,40
Cameroon,2021-04-01,Battles,37
Cameroon,2021-04-01,Explosions/Remote violence,6
Cameroon,2021-04-01,Protests,5
Cameroon,2021-04-01,Riots,7
Cameroon,2021-04-01,Strategic developments,22
Cameroon,2021-04-01,Violence against civilians,43
Central African Republic,2021-04-01,Battles,17
Central African Republic,2021-04-01,Explosions/Remote violence,1
Central African Republic,2021-04-01,Protests,4
Central African Republic,2021-04-01,Riots,0
Central African Republic,2021-04-01,Strategic developments,25
Central African Republic,2021-04-01,Violence against civilians,31
Chad,2021-04-01,Battles,19
Chad,2021-04-01,Explosions/Remote violence,2
Chad,2021-04-01,Protests,6
Chad,2021-04-01,Riots,3
Chad,2021-04-01,Strategic developments,6
Chad,2021-04-01,Violence against civilians,3
Chile,2021-04-01,Battles,7
Chile,2021-04-01,Explosions/Remote violence,0
Chile,2021-04-01,Protests,73
Chile,2021-04-01,Riots,53
Chile,2021-04-01,Strategic developments,19
Chile,2021-04-01,Violence against civilians,8
Colombia,2021-04-01,Battles,60
Colombia,2021-04-01,Explosions/Remote violence,9
Colombia,2021-04-01,Protests,198
Colombia,2021-04-01,Riots,51
Colombia,2021-04-01,Strategic developments,22
Colombia,2021-04-01,Violence against civilians,167
Democratic Republic of Congo,2021-04-01,Battles,136
Democratic Republic of Congo,2021-04-01,Explosions/Remote violence,2
Democratic Republic of Congo,2021-04-01,Protests,52
Democratic Republic of Congo,2021-04-01,Riots,41
Democratic Republic of Congo,2021-04-01,Strategic developments,15
Democratic Republic of Congo,2021-04-01,Violence against civilians,92
Egypt,2021-04-01,Battles,9
Egypt,2021-04-01,Explosions/Remote violence,8
Egypt,2021-04-01,Protests,1
Egypt,2021-04-01,Riots,1
Egypt,2021-04-01,Strategic developments,0
Egypt,2021-04-01,Violence against civilians,6
El Salvador,2021-04-01,Battles,11
El Salvador,2021-04-01,Explosions/Remote violence,0
El Salvador,2021-04-01,Protests,30
El Salvador,2021-04-01,Riots,2
